,TEXT,Label
32390,My laptop was being an idiot. Its back to normal now,3
10151,@japanimated I miss you too,8
17936,Cleaned out me Followers List and blocked the porn girls &amp; Crap Now I look like a spammer,6
39812,Searching my home for a few things to cook them for dinner this evening. It's mothers day so guess who im eating with,5
3815,Fed up today        No-one's available for comment,6
2427,This headache is killing me yet I need to cover some boring police event.,8
30894,watching chelsea lately!  loveeeee her &lt;3,0
30657,"Hmm...Whilst, walking through the city I received an inviataion into an SUV Limo via some prom fellows... Don't they have dates? Oh boys!",5
20426,@lightgood Hi I have uploaded 5 completely new Chinese Lessons on www.youtube.com/ChineseLearn Please feel free to watch and enjoy,4
30804,@christinerose Congratulations on winning the Indie Award,0
88,I can't sleep...I keep thinking about the puppy I played with today,5
12978,sitting in the car with my cat. he keeps meowing and i feel so bad,5
26415,@abbyhangsi thanks gail  imma try this one day! looks yummy! geezzz. after my siargao trip nlng pla. heheh.,2
12118,@seschloss No mine looks the same.,4
13705,@ChuckGysi  oh sorry - I misunderstood. I'm not 100% sure but I'm thinking there isn't,5
28693,Enjoying d view @ sg flyer,2
32223,Leme put this bottle of ciroc in ya..Baby i can make you popular!!,9
20099,Chem wasn't better than physics. And now I'm so tired. @natasya_astri HAHAHA NTN BBF JUGA YA? Hihi gue sukanya Jun Pyo?,6
12648,"@sheagunther Damn, I'd be interested in working with Care2, but I don't live in SF anymore",5
4774,@chaselisbon we tried to DM you but your not following us,4
32400,Loong line for 7:00 trek. Started around 6. I'm trying to block the sun with my hand,5
914,Business exam tomorrow,4
39693,Had such a boss night out.,2
35365,@wolfchild59  heheheheh... lol... I always figured he'd send them your way if he got any dupes... I felt bad not sending him stuff...,8
11768,today was busy.. geez. getting ready then graduation,3
23036,@tracey1972  @pamjob See you later lovely ladies.  Be Good &amp; I love you millions  xxx,0
10180,@deeliciouz Even without the dressing they're still over 500 calories. I love that flatbread.,11
24926,@mrsblankenship  can you follow me so I can DM you?,4
37771,@oohnoo that's great!! weee!! visitors!,2
34635,@bradiewebbstack hahaha my uncle does that coz my aunty is a whore who left her kids,9
7093,Went to get my car inspection sticker got gigantic red R one. Just keep piling it on. I can take it. Don't worry about me. I'll be ok.,3
30063,The Eagles make saturday nights so much better.,2
27825,@LukePersonified Yay.  I knew you'd like them if I shut up about them,3
14348,Another long day at Hallmark.,4
37901,"sorry to hear that  It's going okay, just tweeting away  @ashleylovegood",5
35206,Back from hospital. Doc says I'll live,2
20141,@thatglamchick ok.... tx  it's so worth the wait! lol...***,5
5996,Took the cutest pics of Andy yesterday. But I don't have them.  Used my bro's fancy DSLR &amp; didn't have time to upload them. I want my own!,9
11949,"i wish i was outside  thats the only thing thats gonna kill me about work all day, everyday during the summer.",8
13167,"New crisis, my bag is too eavy for my DoE",5
19171,D'oh...forgot the ferry turns around before going. So much for sitting in the sun. And the other side deck is closed.,4
18597,my back hurts  have a heating pad on it... stupid ladder y did you have to collapse and make me fall on my back/bum???,8
37443,Is Skyping with family,3
25373,"@MadHat76 Or maybe I joined you in denial. Either way, it's the best way to deal with Monday.",4
6464,now the pic wont load up on twitter,8
15199,"Just got done with my first day of work and is exsausted, sweaty, and chalky.",3
34783,"Im free at last, tomorrow I get to remember what Sundays look like",3
27573,@sln25373 it was Lies. and my fav song is not alone from room on the 3rd floor,8
18662,Sad babies make for angsty writing,4
26515,@theKINGm1 Cuz you play a grown up on Twitter?,4
4010,@xkaraxcupcakex  I'm sorry. This is all so sad.,8
38471,@furlongthedog Welcome to Twitter  I hoped it wouldn't be long before you saw the light and joined us!,2
14472,ugly girls always insist on making ugly faces!  ugh!,4
12981,so many things to think about when preparing for a marathon.  aye dios.,5
26901,@Kitty4Peace how fun!  where is the twitpic! I had purple hair once...,2
12631,Now Im crying....  Poor thing..,5
36566,"simple recipe for creamy spaghetti with bacon, corn, mushrooms and peppers  http://bit.ly/KtfBR",4
38594,Happy Mommy's Day to all the mothers in the world!,0
3899,Can't seem to find the new Mountain Dew Throwback in 12 packs....only in 1 liter bottles,5
16800,wants to go swimming,1
13268,@ego_assassin  We are soooo sorry   We love kitties and know how much they become a part of you.,8
8056,Just finished reading Chuck Palahniuk's &quot;Pygmy&quot; and kind of hated it. I'm really disappointed; I had pretty high hopes for this one.,6
13095,"@selenagomez Hey selena, i'm your brazilian fan, and i love you so much. you're my inspiration, please, reply me",0
23629,I fell for Austin Taura Hanafiah even morreee! Shoott!!!  A guy shouldn't look that yumm! Hahaha...,0
3206,@kevincl Same here. But I am just going to browse SA until I get bored.,8
26823,"The WHITE DICE are coming into the studio this eve 6-7pm, on 1386AM Radio City",4
27824,and Mike for bring it to me even tho it was really late and he has to get up at 5am in the morning...,0
23677,home from school today,3
8325,@atlanta_arcelay http://twitpic.com/4xvw2 - I got chased by a male chihuahua that looked like he was pregnant today  He was black and  ...,4
37211,"BBQ with Andrew, his sisters, and Jeff.  So much fun!",2
22698,@mauvedeity Umm don't ya mean ship,9
19154,@michaelpietsch He's totally ignoring me!! How sad!  I am heartbroken,8
30227,"I wanna be like vocabulary donna, all in Chicago.    I need to put wu tang 8 diagrams on my ipod  that CD reminds me of someone special",0
35818,"@disang iya, nyokap gue pernah berkata demikian  :-|  and it's so hard to share what we have",5
29699,"It is so warm out this evening!  And I just met my new neighbors, they're so nice.",2
37302,about to have some cake for my sister's birthday,2
3367,"cannot go, cannot refused to feel the pain",5
12612,Oh gosh how I want the party to be over and done with already.,3
8258,trying to spending time away from the reality....broke my heart again,8
8622,@mattydavidson noo  i only started 4th season on wednesday but im on ep11 (Y),4
18134,@heyrai wow how ominious was that   im stayin in the house. n nobodys comin over either!!! LoL,5
34,SoCal!  stoked. or maybe not.. tomorrow,4
22686,"@DavidArchie @DavidArchie @DavidArchie u should go 2 a small cafe were u could get a english breakfast for about 4 pounds, im from the uk",4
38282,"@JasonBradbury for sure  ...suprisingly addictive tho, i only just signed up after months of trying to resist.",9
27448,I'm surrounded by negativity good thing there is a Fly Guy to give me hope that there is something better  thank u Jesus,8
21037,Use this link to start earning free cash http://tinyurl.com/coboyf  Just sign up and get paypal cashouts of minimum $1  !!!,4
33981,EVERYONE KEEP CHECKING DEMISTYLESOURCE.COM....NEW UPDATE COMING SOON!,4
24193,@utterhip That is the sweetest loveliest thing for you to say. You made me smile. Thank you for that.,0
26929,@dravenxiv Oh no! Hope you find your voice soon,9
18176,big sis moved out 2day  its gna b weird without her! X,8
37499,"@khairul She's unassuming and unpretentious. She's just, as. I suppose that's why she's so endearing--because we can relate to her",4
5005,@jaceypants well piss on that. I can't get into their site @ work nor does it come thru on my phone.,8
38565,"#SanctuarySunday awesome news about the Leo Awards for Sanctuary, looks like they got 4 out of the 10 they were nomintated for, not bad!",2
34048,"Psalm 82:6 I have said, You are gods; and all of you are children of the most High. Happy Mothers Day Momma",0
35325,yum - mother's day lunch at The Food Business in Burnside was delicious! such a gorgeous day,2
5178,@dahveed76 Um your latest tweet sounds like something bad has gone down.,9
38285,On our way to take photos at the park,2
33204,Watching the Twins handle the Mariners again!! Whoo-hoo!!!  Tony http://www.trustyfotografie.com,2
32465,I had so much fun tonight!! But i am soo excited to get home and go to sleep,2
25151,@gjr02 I can't work out if you're into diesel or rice burners.,5
25486,Yeah yesterday I turned 16. My parents rented me out a hummer limo. It was pretty cool,5
18778,@AvaAmnesia  but then you won't see Her hotness much either,4
34764,@_lightmare There are like six that hang around my house. If you can get it to come up to you... you can keep it.,4
21221,@paddydonnelly you obviously havent seen my mrs first thing in a morning,4
10139,I'm at the cubs game and it is so cold. I think its going to rain.,2
33190,@WingsStef Yeah tone is lost on twitter unless you use the emoticons,4
14308,"How did I give birth to a SCREAMER?? I hate screaming children!! I guess I hate screaming children besides my own, now.",8
26265,call me einstein. got math test results: A-  hell yesss,2
34276,Happy Mother's Day Mom! I love You!,0
10218,On my way to get the crate and Bella Dolce!!!! Sad cuz @livingdeaderin is going tto Richmond,8
8433,I wanna roc wit'chu . Imy buu,4
6938,I'm not ready for my baby to be 3 tomorrow  she is growing so fast....,5
38240,@Meshel_Laurie my thoughts rae with you and your family,4
395,@celldweller Must... have... new music... I won't sleep until you give us Chapter 1... I might die first though...  Hurry!,2
13838,fed up of pain now,8
25447,@I_Wanna_Be Well who can argue with Gibbs and win? :p Finally.. Someone who knows Gibbs n Tony!,4
23803,@thebraysmommy thx! Hoping it's a good week.,2
36822,Happy Mothers Day. Havent got mom a present yet? Print off an Amazon Gift Card for her!  http://snipurl.com/hq0n1,9
39974,to my pretty lady @nikkiwoods HAPPY MOTHER'S DAY!!! She's the mother of my future son-in-laws,0
28333,@aea1023 thanks thought you might want a flower today.,0
2244,@alexandramusic morning Alex hope you will be tweeting lots today as we do miss you when you aren't on here  xx,8
39430,@Donny_B if you're in leeds you can have one from me,4
31422,@nickasaur hey nick  how are youu? x,3
35384,@LimeIce *happy to help*,2
24073,@sweet19 awesome. lemme see when you're done.,0
34210,@alexnobert one thing is good enough for me. friendship retained!,4
16647,nothing sobers you up faster than getting sprayed with a wet hose,4
25134,"@RobPattinson_ I hope filming is going well  I'm new to the whole &quot;Twilight phenomenon&quot;, they couldn't have picked a better &quot;vampire&quot;!",3
28880,i am promsing miiself im not goin to hurt miiself for the rest of the day...wow that will be a miricle if it happens  lol,5
38201,Happy mother's day !!!!,4
23264,@becca_roo you're welcome.,4
23612,@letteapplejuice How in heckitty did I forget that one?,4
35389,I used to be in ferris buhler's day off...now i'm in the graduate  -[sotaboys.com],4
16052,Stuck in awful traffic in the way to the wedding. Ceremony is supposed to start now. Ughhh.,5
4764,good news: my flat is great at regulating temps. in the heat. bad news: its sodding lovely outside and i'm working!,8
2904,awhile ago it freaking hot! now it's wet  turn off!,6
29200,is ONLiNE  http://plurk.com/p/stjdg,5
36645,"@Emoly_ really!? that son of a bitch, screw him, ill talk to on msn later k  xox",6
26982,@subtleserpent I'm fine - day off actually so relaxing with laptop. Haven't done a single other thing yet.,3
6039,@brookstuh am I not good enough,5
17477,hey im back on.. but msn won't work  darn msn haha. can't stop thinking about 3d movie haha!,2
32955,@adriandanganan CLAY AIKEN? GET ME AN AUTOGRAPH!,8
31911,Happy Mother's Day  #mothersday,0
29714,loves the cancuks  &lt;3,0
31178,Watching a movie with sam,4
2270,yummy chocolate cake..wish even i got one for my b'day!!   anybody listening???,1
14341,"i cant sleep, i dont deserve this .... N you know it",5
6887,why do I always wake up ONE minute before my alarm is scheduled to go off??,5
8791,has dislocated her knee  *bad/painful times* gas + air and morphine are fun though,5
33590,"Have been writing since 6pm &amp; I only have 300 words. Can't help but edit as I write. Stop it, self! Oh, I've also been researching too.",5
